,Unnamed: 0,год,время_года,климат,город,страна,способ_охлаждения,режим_при_смешанном_типе_охлаждения,способ_обогрева,возраст,пол,ощущение_температуры,ощущение_температуры_(bool),предпочтительное_изменение_температуры,ощущение_движения_воздуха_(bool),предпочтительное_изменение_движения_воздуха,оценка_комфорта,утепление,температура_воздуха_в_помещении,температура_воздуха_на_улице,rh,скорость_воздуха,рост,вес,занавески,вентилятор,окно,двери,отопление,среднемесячная_температура_на_улице,количество_рекламаций,температура_удовлетворительная_%,количество_рекламаций_кат,возраст_кат,rh_кат
381,381,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,55.0,Женский,1.0,-1,Холоднее,0,Без изменений,6.0,2.06,16.2,24.1,23.8,0.03,160.0,70.0,0,0,0,0,0,8.5,0,49.28,мало,средний возраст,менее_40
382,382,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,25.0,Мужской,0.0,1,Холоднее,0,Больше,5.0,1.83,17.0,24.1,23.9,0.04,170.2,57.0,0,0,-1,0,0,8.5,0,57.24,мало,молодой возраст,менее_40
383,383,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,35.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,1.75,18.0,24.1,40.1,0.04,162.6,58.0,0,0,-1,0,0,8.5,0,57.24,мало,молодой возраст,норма
384,384,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.69,20.0,24.1,39.2,0.07,170.2,82.0,0,0,-1,0,0,8.5,0,57.24,мало,средний возраст,менее_40
385,385,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,25.0,Женский,-1.0,-1,Холоднее,0,Без изменений,4.0,1.48,22.8,24.1,31.2,0.04,134.6,43.0,0,0,-1,0,0,8.5,0,49.28,мало,молодой возраст,менее_40
386,386,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,55.0,Женский,0.0,1,Без изменений,0,Без изменений,5.0,1.41,18.9,24.1,31.2,0.04,162.6,58.0,0,0,-1,0,0,8.5,0,49.28,мало,средний возраст,менее_40
387,387,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,45.0,Женский,3.0,1,Без изменений,0,Без изменений,6.0,1.45,20.2,24.1,32.2,0.02,152.4,48.0,0,0,-1,0,0,8.5,0,49.28,мало,средний возраст,менее_40
388,388,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,55.0,Мужской,-1.0,1,Без изменений,0,Больше,4.0,1.74,22.1,24.1,35.1,0.02,162.6,70.0,0,0,-1,0,0,8.5,0,57.24,мало,средний возраст,менее_40
389,389,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,45.0,Мужской,0.0,1,Холоднее,0,Больше,5.0,2.08,20.4,24.1,27.8,0.02,157.5,60.0,0,0,-1,0,0,8.5,0,57.24,мало,средний возраст,менее_40
390,390,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.44,19.4,24.1,38.2,0.03,160.0,60.0,0,0,-1,0,0,8.5,0,57.24,мало,средний возраст,менее_40
391,391,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,25.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.68,20.6,24.1,34.6,0.07,190.5,82.0,0,0,-1,0,0,8.5,0,57.24,мало,молодой возраст,менее_40
392,392,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.67,21.7,24.1,28.8,0.03,167.6,68.0,0,0,-1,0,0,8.5,0,57.24,мало,средний возраст,менее_40
393,393,2012,Зима,Субтропическое высокогорье,Шимла,Индия,Смешанный,Кондиционирование,Механическое отопление,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,1.4,25.1,24.1,26.8,0.05,162.6,65.0,0,0,0,0,0,8.5,0,57.24,мало,средний возраст,менее_40
394,394,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,25.0,Женский,0.5,1,Теплее,0,Больше,5.0,0.92,23.1,24.1,77.1,0.01,157.5,48.0,0,0,-1,0,0,18.5,0,49.28,мало,молодой возраст,более_60
395,395,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Холоднее,0,Больше,5.0,1.19,22.0,24.1,80.6,0.04,165.1,53.0,0,0,1,0,0,18.5,0,57.24,мало,средний возраст,более_60
396,396,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Без изменений,5.0,0.68,21.6,24.1,85.1,0.02,160.0,56.0,0,0,-1,0,0,18.5,0,57.24,мало,средний возраст,более_60
397,397,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.67,21.8,24.1,80.5,0.0,167.6,65.0,0,0,-1,0,0,18.5,0,57.24,мало,средний возраст,более_60
398,398,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.75,20.5,24.1,82.3,0.02,165.1,62.0,0,0,-1,0,0,18.5,0,57.24,мало,средний возраст,более_60
399,399,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,55.0,Мужской,0.0,1,Без изменений,0,Больше,6.0,0.7,22.2,24.1,81.3,0.01,165.1,85.0,0,0,-1,0,-1,18.5,0,57.24,мало,средний возраст,более_60
400,400,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,55.0,Мужской,-1.0,1,Без изменений,0,Больше,6.0,0.49,25.2,24.1,49.0,0.04,175.3,67.0,0,0,1,0,0,18.5,0,57.24,мало,средний возраст,норма
401,401,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Вентиляция,,,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.78,27.5,24.1,35.8,0.1,180.3,76.0,0,1,0,0,0,18.5,0,57.24,мало,средний возраст,менее_40
402,402,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,55.0,Женский,-1.0,-1,Холоднее,0,Больше,5.0,0.67,21.8,24.1,82.9,0.0,147.3,58.0,0,0,0,0,-1,18.5,0,49.28,мало,средний возраст,более_60
403,403,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,45.0,Женский,0.0,1,Без изменений,0,Без изменений,6.0,0.57,24.9,24.1,45.9,0.0,172.7,70.0,0,0,-1,0,0,18.5,0,49.28,мало,средний возраст,норма
404,404,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,45.0,Мужской,-1.0,1,Холоднее,0,Больше,3.0,0.61,26.0,24.1,44.2,0.02,162.6,57.0,0,0,-1,0,0,18.5,0,57.24,мало,средний возраст,норма
405,405,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,55.0,Мужской,0.0,1,Без изменений,0,Больше,5.0,0.74,21.1,24.1,84.0,0.01,182.9,78.0,0,0,-1,0,0,18.5,0,57.24,мало,средний возраст,более_60
406,406,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,55.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.69,22.6,24.1,57.7,0.04,165.1,56.0,0,0,1,0,0,18.5,0,57.24,мало,средний возраст,норма
407,407,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.64,25.3,24.1,53.5,0.01,167.6,70.0,0,0,-1,0,0,18.5,0,57.24,мало,средний возраст,норма
408,408,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,25.0,Мужской,-1.0,1,Без изменений,0,Без изменений,6.0,0.67,21.8,24.1,80.1,0.02,180.3,67.0,0,0,1,0,0,18.5,0,57.24,мало,молодой возраст,более_60
409,409,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,35.0,Мужской,0.0,1,Холоднее,0,Без изменений,6.0,0.97,21.4,24.1,82.9,0.04,175.3,77.0,0,0,-1,0,0,18.5,0,57.24,мало,молодой возраст,более_60
410,410,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.96,23.5,24.1,74.8,0.02,165.1,58.0,0,0,-1,0,0,18.5,0,57.24,мало,средний возраст,более_60
411,411,2012,Лето,Субтропическое высокогорье,Шимла,Индия,Смешанный,Вентиляция,Механическое отопление,45.0,Мужской,0.0,1,Без изменений,0,Без изменений,6.0,0.84,25.1,24.1,42.8,0.02,165.1,68.0,0,0,1,0,0,18.5,0,57.24,мало,средний возраст,норма
412,412,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,27.0,,-0.5,-1,Теплее,0,Без изменений,2.0,0.61,24.2,23.8,50.0,0.09,165.1,65.0,1,1,0,0,0,28.9,1,50.0,мало,молодой возраст,норма
413,413,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,31.0,,-1.5,-1,Теплее,0,Без изменений,2.0,0.54,23.2,23.0,45.2,0.13,165.1,65.0,1,1,0,0,0,84.0,1,50.0,мало,молодой возраст,норма
414,414,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,34.0,,-2.0,-1,Теплее,0,Меньше,2.0,0.79,23.8,24.2,43.8,0.32,165.1,65.0,1,1,0,0,0,32.8,1,50.0,мало,молодой возраст,норма
415,415,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,37.0,,1.6,-1,Холоднее,0,Больше,2.0,0.57,24.6,24.7,33.3,0.07,165.1,65.0,-1,-1,0,0,0,32.8,1,50.0,мало,молодой возраст,менее_40
416,416,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,29.0,,0.6,-1,Холоднее,0,Больше,2.0,0.57,24.6,24.0,34.9,0.06,165.1,65.0,-1,-1,0,0,0,32.8,3,50.0,много,молодой возраст,менее_40
417,417,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,38.0,,-1.0,-1,Теплее,0,Меньше,2.0,0.61,23.8,24.0,42.3,0.36,165.1,65.0,1,1,0,0,0,32.8,1,50.0,мало,молодой возраст,норма
418,418,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,50.0,,-1.0,-1,Теплее,0,Без изменений,2.0,0.57,23.8,24.1,43.6,0.35,165.1,65.0,1,1,0,0,0,32.8,1,50.0,мало,средний возраст,норма
419,419,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,39.0,,1.2,-1,Холоднее,0,Больше,2.0,0.57,26.2,25.1,30.8,0.08,165.1,65.0,-1,-1,0,0,0,32.8,1,50.0,мало,молодой возраст,менее_40
420,420,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,26.0,,0.5,-1,Холоднее,0,Больше,3.0,0.57,26.4,25.5,31.7,0.13,165.1,65.0,-1,-1,0,0,0,32.8,1,50.0,мало,молодой возраст,менее_40
421,421,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,22.0,,2.0,-1,Холоднее,0,Больше,3.0,0.61,24.5,24.0,34.4,0.14,165.1,65.0,1,1,0,0,0,31.7,1,50.0,мало,молодой возраст,менее_40
422,422,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,36.0,,1.5,1,Холоднее,0,Больше,3.0,0.57,25.8,24.9,34.5,0.1,165.1,65.0,-1,-1,0,0,0,28.9,3,50.0,много,молодой возраст,менее_40
423,423,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,42.0,,0.0,1,Холоднее,0,Без изменений,3.0,0.61,23.8,23.8,39.4,0.19,165.1,65.0,1,1,0,0,0,31.7,1,50.0,мало,молодой возраст,менее_40
424,424,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,28.0,,-0.2,1,Холоднее,0,Больше,3.0,0.57,25.1,24.2,34.2,0.07,165.1,65.0,-1,-1,0,0,0,32.8,1,50.0,мало,молодой возраст,менее_40
425,425,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,29.0,,2.0,-1,Холоднее,0,Больше,3.0,0.61,24.3,24.1,35.0,0.17,165.1,65.0,1,1,0,0,0,89.0,1,50.0,мало,молодой возраст,менее_40
426,426,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,36.0,,1.0,1,Холоднее,0,Больше,3.0,0.57,24.6,24.3,42.1,0.07,165.1,65.0,-1,-1,0,0,0,28.9,1,50.0,мало,молодой возраст,норма
427,427,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,31.0,,2.0,-1,Холоднее,0,Больше,3.0,0.57,24.4,24.4,34.1,0.13,165.1,65.0,-1,-1,0,0,0,89.0,1,50.0,мало,молодой возраст,менее_40
428,428,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,29.0,,2.0,-1,Холоднее,0,Больше,3.0,0.54,24.1,24.0,34.8,0.21,165.1,65.0,1,1,0,0,0,31.7,1,50.0,мало,молодой возраст,менее_40
429,429,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,26.0,,-1.0,-1,Теплее,0,Меньше,3.0,0.57,23.8,24.1,44.3,0.33,165.1,65.0,1,1,0,0,0,32.8,1,50.0,мало,молодой возраст,норма
430,430,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,34.0,,2.0,-1,Холоднее,0,Больше,3.0,0.57,24.5,24.1,34.1,0.09,165.1,65.0,-1,-1,0,0,0,31.7,1,50.0,мало,молодой возраст,менее_40
431,431,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,23.0,,1.0,-1,Холоднее,0,Больше,3.0,0.61,24.7,24.5,39.5,0.18,165.1,65.0,-1,-1,0,0,0,31.7,1,50.0,мало,молодой возраст,менее_40
432,432,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,22.0,,0.0,1,Без изменений,0,Без изменений,4.0,0.54,22.9,22.8,48.9,0.26,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,норма
433,433,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,46.0,,0.0,1,Без изменений,0,Меньше,4.0,0.57,23.8,24.1,35.8,0.09,165.1,65.0,1,1,0,0,0,32.8,0,50.0,мало,средний возраст,менее_40
434,434,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,32.0,,-1.0,1,Теплее,0,Меньше,4.0,0.57,24.7,24.8,42.2,0.1,165.1,65.0,1,1,0,0,0,32.8,0,50.0,мало,молодой возраст,норма
435,435,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,30.0,,-2.0,1,Теплее,0,Без изменений,4.0,0.61,24.6,23.6,40.0,0.09,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,молодой возраст,норма
436,436,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,43.0,,1.0,-1,Холоднее,0,Больше,4.0,0.61,24.6,24.4,34.5,0.34,165.1,65.0,-1,-1,0,0,0,31.7,0,50.0,мало,молодой возраст,менее_40
437,437,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,51.0,,-0.5,1,Теплее,0,Без изменений,4.0,0.54,23.7,24.1,43.7,0.31,165.1,65.0,1,1,0,0,0,328.0,0,50.0,мало,средний возраст,норма
438,438,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,32.0,,-1.0,1,Без изменений,0,Меньше,4.0,0.57,24.6,24.6,38.4,0.14,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
439,439,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,38.0,,0.0,1,Холоднее,0,Больше,4.0,0.61,24.1,23.9,43.6,0.21,165.1,65.0,1,1,0,0,0,31.7,0,50.0,мало,молодой возраст,норма
440,440,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,41.0,,0.0,1,Без изменений,0,Без изменений,4.0,0.61,23.6,23.6,41.8,0.17,165.1,65.0,1,1,0,0,0,91.0,0,50.0,мало,молодой возраст,норма
441,441,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,34.0,,0.0,1,Без изменений,0,Без изменений,4.0,0.54,23.3,23.1,40.8,0.17,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,норма
442,442,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,30.0,,-0.5,1,Без изменений,0,Меньше,4.0,0.79,23.9,24.6,40.4,0.09,165.1,65.0,1,1,0,0,0,91.0,3,50.0,много,молодой возраст,норма
443,443,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,28.0,,-1.3,1,Холоднее,0,Больше,4.0,0.57,24.3,24.2,36.8,0.27,165.1,65.0,-1,-1,0,0,0,91.0,0,50.0,мало,молодой возраст,менее_40
444,444,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,27.0,,0.5,1,Без изменений,0,Без изменений,4.0,0.54,24.1,23.6,37.6,0.09,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
445,445,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,39.0,,-1.0,1,Теплее,0,Меньше,4.0,0.57,24.6,24.2,42.8,0.32,165.1,65.0,1,1,0,0,0,32.8,0,50.0,мало,молодой возраст,норма
446,446,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,39.0,,0.0,1,Без изменений,0,Без изменений,4.0,0.54,23.2,23.0,42.2,0.21,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,норма
447,447,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,26.0,,0.0,1,Без изменений,0,Без изменений,4.0,0.54,23.4,22.9,39.1,0.11,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
448,448,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,26.0,,0.0,1,Холоднее,0,Больше,4.0,0.54,24.3,24.0,35.3,0.13,165.1,65.0,1,1,0,0,0,31.7,0,50.0,мало,молодой возраст,менее_40
449,449,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,38.0,,-0.5,1,Без изменений,0,Меньше,4.0,0.61,23.8,24.2,42.1,0.33,165.1,65.0,1,1,0,0,0,32.8,0,50.0,мало,молодой возраст,норма
450,450,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,25.0,,1.0,1,Холоднее,0,Без изменений,4.0,0.61,24.1,24.0,37.9,0.14,165.1,65.0,1,1,0,0,0,31.7,0,50.0,мало,молодой возраст,менее_40
451,451,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,35.0,,0.0,1,Без изменений,0,Без изменений,4.0,0.61,24.4,23.9,37.4,0.14,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
452,452,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,46.0,,-1.0,-1,Теплее,0,Без изменений,4.0,0.61,24.0,23.4,41.0,0.14,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,средний возраст,норма
453,453,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,43.0,,-0.5,1,Теплее,0,Меньше,4.0,0.57,24.6,23.8,35.6,0.16,165.1,65.0,1,1,0,0,0,84.0,0,50.0,мало,молодой возраст,менее_40
454,454,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,38.0,,1.5,1,Холоднее,0,Без изменений,4.0,0.57,26.0,25.9,53.4,0.11,165.1,65.0,-1,-1,0,0,0,91.0,0,50.0,мало,молодой возраст,норма
455,455,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,42.0,,1.0,1,Без изменений,0,Без изменений,5.0,0.57,25.6,24.5,34.7,0.08,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
456,456,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,27.0,,0.0,1,Без изменений,0,Без изменений,5.0,0.54,24.0,23.9,34.8,0.21,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
457,457,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,43.0,,0.0,1,Без изменений,0,Без изменений,5.0,0.57,25.5,25.5,34.7,0.15,165.1,65.0,1,1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
458,458,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,30.0,,-1.4,1,Холоднее,0,Больше,5.0,0.57,25.7,24.8,33.1,0.09,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
459,459,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,31.0,,0.0,1,Без изменений,0,Без изменений,5.0,0.67,24.0,23.8,35.3,0.11,165.1,65.0,1,1,0,0,0,29.4,0,50.0,мало,молодой возраст,менее_40
460,460,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,32.0,,-1.0,1,Без изменений,0,Без изменений,5.0,0.57,24.2,23.9,38.7,0.09,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
461,461,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,48.0,,-1.0,1,Без изменений,0,Без изменений,5.0,0.61,24.0,23.9,44.1,0.09,165.1,65.0,1,1,0,0,0,31.7,0,50.0,мало,средний возраст,норма
462,462,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,43.0,,1.0,1,Холоднее,0,Без изменений,5.0,0.61,24.8,24.9,36.9,0.2,165.1,65.0,-1,-1,0,0,0,31.7,0,50.0,мало,молодой возраст,менее_40
463,463,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,43.0,,-1.0,1,Без изменений,0,Без изменений,5.0,0.57,22.6,23.0,37.6,0.1,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
464,464,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,35.0,,0.0,1,Без изменений,0,Меньше,5.0,0.57,24.7,24.7,39.4,0.11,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
465,465,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,32.0,,0.0,1,Холоднее,0,Без изменений,5.0,0.61,24.6,24.1,42.6,0.28,165.1,65.0,1,1,0,0,0,31.7,0,50.0,мало,молодой возраст,норма
466,466,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,38.0,,-1.0,1,Без изменений,0,Без изменений,5.0,0.61,24.6,23.3,43.9,0.15,165.1,65.0,1,1,0,0,0,31.7,0,50.0,мало,молодой возраст,норма
467,467,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,40.0,,0.0,1,Без изменений,0,Больше,5.0,0.57,23.6,23.7,45.9,0.06,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,молодой возраст,норма
468,468,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,28.0,,0.0,1,Без изменений,0,Меньше,5.0,0.57,23.9,24.3,35.9,0.33,165.1,65.0,1,1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
469,469,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,39.0,,-1.0,1,Без изменений,0,Без изменений,5.0,0.57,25.0,25.0,36.0,0.12,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,молодой возраст,менее_40
470,470,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,34.0,,0.0,1,Без изменений,0,Больше,5.0,0.61,23.9,23.8,43.2,0.19,165.1,65.0,1,1,0,0,0,31.7,0,50.0,мало,молодой возраст,норма
471,471,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,52.0,,-1.0,1,Без изменений,0,Без изменений,5.0,0.57,26.9,25.2,33.0,0.09,165.1,65.0,-1,-1,0,0,0,32.8,0,50.0,мало,средний возраст,менее_40
472,472,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,40.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.6,23.7,39.2,0.12,165.1,65.0,-1,-1,0,0,0,84.0,0,50.0,мало,молодой возраст,менее_40
473,473,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,42.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.4,24.1,43.5,0.14,165.1,65.0,1,1,0,0,0,28.9,0,50.0,мало,молодой возраст,норма
474,474,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,36.0,,-2.0,1,Теплее,0,Без изменений,6.0,0.57,24.1,23.8,38.0,0.14,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
475,475,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,25.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.0,23.9,38.4,0.12,165.1,65.0,-1,-1,0,0,0,84.0,0,50.0,мало,молодой возраст,менее_40
476,476,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,46.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,23.7,23.6,38.3,0.11,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,средний возраст,менее_40
477,477,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,50.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.3,24.2,37.6,0.09,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,средний возраст,менее_40
478,478,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,34.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,23.9,23.7,39.2,0.09,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
479,479,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,51.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.6,24.1,38.5,0.12,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,средний возраст,менее_40
480,480,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,51.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.3,24.1,38.0,0.11,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,средний возраст,менее_40
481,481,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,35.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.1,23.9,39.5,0.14,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,молодой возраст,менее_40
482,482,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,58.0,,-2.0,1,Без изменений,0,Без изменений,6.0,0.61,24.1,23.9,38.1,0.12,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,средний возраст,менее_40
483,483,2011,Лето,Cубтропический океанический,Техас,США,Кондиционирование,,,46.0,,0.0,1,Без изменений,0,Без изменений,6.0,0.57,26.3,24.7,34.0,0.09,165.1,65.0,-1,-1,0,0,0,28.9,0,50.0,мало,средний возраст,менее_40
